Plant Type,Moisture 1,Moisture 2,Humidity,Temperature,Motor State
moneyplant,dry,dry,61.98,34.97,1
moneyplant,dry,wet,86.72,16.88,0
9oclock,dry,wet,61.49,27.54,1
moneyplant,wet,moist,31.8,18.2,0
moneyplant,moist,moist,83.18,30.65,0
9oclock,wet,moist,73.1,28.83,0
9oclock,moist,moist,47.07,32.36,0
moneyplant,moist,moist,58.56,34.57,0
9oclock,moist,wet,42.17,30.1,0
9oclock,moist,moist,57.97,33.95,0
moneyplant,wet,dry,52.43,28.85,0
moneyplant,wet,wet,58.19,27.17,0
9oclock,dry,wet,46.43,28.72,1
9oclock,dry,dry,44.26,30.54,1
9oclock,wet,wet,33.12,29.39,0
moneyplant,dry,moist,71.22,33.24,0
moneyplant,wet,dry,62.69,31.04,0
9oclock,dry,moist,50.17,38.49,1
9oclock,dry,moist,76.34,39.26,1
moneyplant,dry,moist,57.23,22.54,0
moneyplant,wet,dry,41.26,18.25,0
moneyplant,wet,dry,69.24,38.87,0
moneyplant,dry,wet,40.68,34.98,0
9oclock,dry,wet,32.26,31.94,1
moneyplant,dry,wet,35.52,31.31,0
moneyplant,moist,dry,88.63,38.26,0
9oclock,dry,moist,33.8,39.27,1
9oclock,dry,wet,81.51,24.16,1
moneyplant,moist,wet,49.33,39.59,0
9oclock,moist,wet,63.32,25.11,0
moneyplant,dry,wet,62.59,31.89,0
9oclock,dry,moist,47.15,25.51,1
moneyplant,moist,wet,66.33,30.5,0
9oclock,dry,wet,39.02,33.93,1
9oclock,moist,moist,30.15,23.2,0
9oclock,moist,moist,58.77,29.54,0
9oclock,moist,dry,58.3,31.41,1
moneyplant,moist,moist,74.7,15.63,0
moneyplant,dry,wet,61.52,15.91,0
moneyplant,dry,moist,53.21,17.26,0
moneyplant,dry,wet,33.74,36.16,0
moneyplant,dry,dry,59.12,18.42,1
moneyplant,dry,dry,36.99,23.83,1
9oclock,dry,wet,33.2,21.65,1
moneyplant,wet,dry,57.07,37.69,0
moneyplant,wet,wet,88.91,20.43,0
9oclock,dry,wet,60.81,36.71,1
9oclock,moist,moist,34.49,37.68,0
moneyplant,wet,wet,53.17,33.23,0
moneyplant,moist,wet,51.28,38.67,0
9oclock,dry,moist,81.12,34.86,1
moneyplant,wet,dry,84.3,16.19,0
moneyplant,moist,moist,50.79,15.96,0
9oclock,dry,moist,33.63,24.29,1
9oclock,dry,wet,39.44,31.77,1
9oclock,wet,wet,55.92,18.6,0
moneyplant,wet,moist,77.64,35.98,0
9oclock,moist,wet,34.53,38.75,0
9oclock,moist,dry,50.68,23.68,1
9oclock,dry,wet,69.93,17.31,1
moneyplant,dry,dry,35.5,26.66,1
moneyplant,wet,dry,32.37,25.12,0
moneyplant,moist,wet,63.58,24.88,0
moneyplant,moist,moist,50.78,18.2,0
9oclock,dry,moist,68.06,26.73,1
9oclock,dry,dry,87.3,18.63,1
9oclock,moist,dry,78.83,27.94,1
moneyplant,wet,wet,58.56,29.0,0
9oclock,wet,wet,56.81,28.44,0
moneyplant,dry,dry,66.7,29.44,1
9oclock,dry,wet,61.88,15.68,1
9oclock,wet,wet,37.92,36.99,0
moneyplant,dry,dry,56.71,20.24,1
moneyplant,wet,dry,80.73,20.11,0
moneyplant,wet,dry,31.74,37.81,0
moneyplant,moist,moist,49.18,25.59,0
9oclock,moist,wet,40.58,31.12,0
moneyplant,moist,wet,72.67,37.01,0
moneyplant,dry,wet,31.94,30.68,0
9oclock,moist,wet,70.99,31.15,0
9oclock,moist,wet,41.1,17.67,0
moneyplant,dry,wet,51.47,20.99,0
moneyplant,moist,wet,34.69,27.05,0
moneyplant,moist,moist,75.65,27.37,0
moneyplant,dry,wet,89.19,21.94,0
9oclock,wet,dry,44.77,38.5,1
moneyplant,moist,moist,53.05,17.9,0
9oclock,moist,moist,43.12,38.1,0
9oclock,dry,moist,38.73,25.65,1
9oclock,dry,dry,76.81,25.83,1
moneyplant,dry,wet,68.33,24.39,0
9oclock,dry,dry,63.26,39.65,1
moneyplant,moist,wet,66.04,23.61,0
moneyplant,dry,dry,76.12,37.09,1
moneyplant,moist,wet,88.16,25.36,0
9oclock,wet,moist,36.58,31.04,0
moneyplant,moist,wet,43.36,28.55,0
moneyplant,wet,dry,48.1,32.3,0
9oclock,wet,moist,39.47,21.23,0
moneyplant,wet,dry,50.16,28.46,0
9oclock,dry,dry,34.55,22.15,1
moneyplant,moist,moist,54.76,38.66,0
moneyplant,wet,moist,57.02,15.08,0
9oclock,moist,wet,60.82,23.76,0
9oclock,dry,wet,62.14,35.77,1
moneyplant,moist,moist,51.91,34.94,0
moneyplant,moist,wet,78.11,26.34,0
moneyplant,moist,dry,74.06,35.52,0
moneyplant,dry,wet,42.44,21.84,0
moneyplant,wet,moist,66.83,34.85,0
moneyplant,wet,wet,41.06,20.54,0
9oclock,dry,wet,71.7,24.41,1
9oclock,dry,dry,79.6,38.58,1
9oclock,wet,wet,42.36,25.22,0
9oclock,moist,dry,77.44,18.61,1
moneyplant,dry,moist,38.09,26.46,0
moneyplant,moist,dry,58.81,22.78,0
9oclock,dry,wet,76.84,32.3,1
moneyplant,dry,wet,34.37,30.46,0
moneyplant,dry,wet,30.56,26.68,0
moneyplant,moist,wet,32.13,19.66,0
moneyplant,wet,wet,53.01,31.13,0
moneyplant,wet,moist,38.5,16.85,0
moneyplant,moist,wet,51.23,31.69,0
moneyplant,dry,moist,46.03,27.37,0
moneyplant,wet,moist,46.04,39.03,0
9oclock,dry,dry,88.18,25.79,1
moneyplant,wet,moist,85.06,27.13,0
9oclock,dry,dry,78.61,33.51,1
moneyplant,moist,moist,41.3,30.82,0
9oclock,dry,moist,33.65,31.34,1
9oclock,wet,wet,53.84,34.68,0
moneyplant,dry,moist,46.93,23.6,0
9oclock,wet,moist,37.34,30.19,0
9oclock,wet,moist,86.11,18.86,0
9oclock,moist,moist,57.38,30.33,0
moneyplant,wet,moist,76.6,18.88,0
moneyplant,wet,dry,63.66,18.82,0
moneyplant,wet,dry,41.04,29.12,0
9oclock,wet,moist,72.72,25.55,0
9oclock,moist,moist,82.71,30.5,0
9oclock,moist,dry,62.44,33.16,1
moneyplant,wet,dry,45.72,27.74,0
9oclock,wet,wet,33.55,26.46,0
9oclock,wet,moist,55.24,27.64,0
moneyplant,moist,wet,77.09,25.02,0
moneyplant,dry,wet,80.78,19.37,0
moneyplant,dry,moist,45.88,21.87,0
moneyplant,wet,moist,48.03,15.17,0
9oclock,dry,moist,49.97,33.9,1
9oclock,wet,dry,54.56,17.81,1
moneyplant,wet,dry,76.24,30.32,0
9oclock,wet,wet,54.49,33.55,0
moneyplant,wet,wet,53.27,30.06,0
9oclock,moist,moist,80.47,35.21,0
moneyplant,dry,wet,57.28,15.37,0
moneyplant,wet,moist,62.71,17.32,0
moneyplant,dry,dry,87.48,27.46,1
9oclock,dry,moist,70.03,37.56,1
moneyplant,wet,wet,83.23,26.44,0
9oclock,dry,dry,76.29,19.57,1
moneyplant,wet,wet,34.26,25.75,0
9oclock,wet,wet,87.36,35.04,0
moneyplant,dry,wet,88.75,25.32,0
9oclock,wet,moist,84.07,35.96,0
9oclock,dry,moist,66.66,21.08,1
moneyplant,moist,moist,76.77,30.83,0
moneyplant,moist,wet,31.53,27.21,0
9oclock,dry,wet,69.77,27.16,1
moneyplant,dry,moist,80.42,22.37,0
9oclock,moist,wet,33.1,29.48,0
9oclock,wet,wet,58.22,38.73,0
9oclock,moist,moist,52.96,32.41,0
moneyplant,wet,moist,67.06,33.33,0
moneyplant,moist,wet,57.89,18.73,0
9oclock,wet,moist,73.74,37.12,0
moneyplant,moist,dry,37.71,36.91,0
9oclock,dry,wet,48.7,20.51,1
9oclock,moist,dry,87.22,30.79,1
9oclock,dry,wet,34.22,24.75,1
9oclock,moist,moist,85.14,26.61,0
9oclock,dry,dry,84.38,33.49,1
moneyplant,wet,wet,40.21,15.58,0
9oclock,wet,wet,71.99,21.99,0
9oclock,wet,dry,65.08,29.56,1
moneyplant,wet,dry,75.9,16.99,0
9oclock,wet,wet,56.04,20.85,0
9oclock,dry,dry,56.46,23.27,1
9oclock,wet,dry,57.42,36.85,1
moneyplant,dry,moist,41.28,20.19,0
9oclock,dry,dry,41.64,25.43,1
moneyplant,moist,moist,49.39,29.65,0
moneyplant,dry,wet,32.78,33.95,0
moneyplant,dry,wet,78.22,29.28,0
9oclock,dry,moist,84.35,22.84,1
moneyplant,dry,wet,80.17,37.92,0
9oclock,moist,moist,70.49,25.69,0
9oclock,moist,moist,62.03,38.22,0
moneyplant,dry,dry,83.25,29.11,1
9oclock,moist,wet,57.35,35.1,0
moneyplant,moist,dry,53.43,17.9,0
moneyplant,moist,moist,61.1,33.68,0
moneyplant,moist,dry,89.95,37.93,0
9oclock,moist,moist,72.37,29.03,0
moneyplant,moist,wet,80.85,29.03,0
9oclock,wet,moist,85.42,36.52,0
moneyplant,wet,wet,37.13,39.34,0
moneyplant,dry,wet,75.31,20.78,0
moneyplant,dry,dry,35.69,25.22,1
moneyplant,dry,wet,72.12,18.7,0
9oclock,wet,dry,34.8,30.83,1
9oclock,moist,wet,37.83,35.53,0
moneyplant,moist,dry,44.74,33.45,0
9oclock,dry,dry,47.38,17.73,1
moneyplant,moist,moist,60.76,34.1,0
9oclock,dry,dry,75.72,25.51,1
9oclock,moist,dry,57.2,36.65,1
9oclock,moist,dry,57.5,16.91,1
9oclock,wet,moist,66.87,22.38,0
moneyplant,moist,wet,33.12,23.44,0
moneyplant,wet,dry,41.25,22.64,0
moneyplant,wet,moist,74.08,30.62,0
moneyplant,dry,dry,48.97,29.46,1
9oclock,dry,dry,57.24,17.19,1
9oclock,moist,moist,79.27,33.97,0
9oclock,dry,wet,55.12,30.42,1
9oclock,dry,moist,79.16,35.52,1
moneyplant,wet,wet,88.69,21.49,0
9oclock,dry,wet,30.04,37.84,1
9oclock,wet,dry,80.12,33.54,1
9oclock,wet,wet,75.0,33.68,0
moneyplant,moist,dry,40.39,38.78,0
9oclock,moist,dry,58.0,37.97,1
moneyplant,wet,moist,76.42,28.15,0
moneyplant,wet,dry,50.34,18.45,0
moneyplant,dry,dry,51.76,33.94,1
9oclock,wet,wet,65.42,37.59,0
9oclock,wet,dry,43.39,33.37,1
9oclock,moist,moist,35.75,20.72,0
moneyplant,moist,dry,79.23,36.68,0
9oclock,dry,dry,42.12,25.17,1
moneyplant,dry,wet,62.65,34.35,0
9oclock,wet,moist,45.34,36.27,0
9oclock,moist,wet,85.81,36.26,0
moneyplant,dry,wet,54.49,34.27,0
moneyplant,dry,moist,32.45,16.5,0
moneyplant,moist,moist,81.94,21.99,0
moneyplant,dry,dry,50.6,34.63,1
9oclock,wet,moist,49.24,34.52,0
moneyplant,dry,wet,67.66,15.75,0
9oclock,moist,wet,58.74,30.46,0
9oclock,wet,wet,46.41,28.98,0
9oclock,moist,moist,68.08,17.36,0
moneyplant,dry,wet,71.8,28.25,0
moneyplant,dry,moist,64.71,19.01,0
9oclock,wet,wet,55.33,38.32,0
9oclock,moist,dry,41.65,39.12,1
moneyplant,dry,moist,35.01,31.52,0
moneyplant,wet,dry,33.9,20.22,0
9oclock,wet,wet,81.72,17.42,0
9oclock,moist,wet,30.59,35.54,0
9oclock,moist,dry,48.61,21.77,1
moneyplant,dry,moist,30.05,16.81,0
moneyplant,dry,dry,67.68,21.72,1
moneyplant,wet,dry,64.37,18.83,0
moneyplant,moist,dry,58.01,23.78,0
moneyplant,moist,moist,53.06,26.79,0
moneyplant,dry,wet,65.5,32.19,0
9oclock,wet,wet,32.56,18.24,0
moneyplant,dry,dry,36.57,38.16,1
9oclock,moist,dry,70.12,18.96,1
9oclock,dry,wet,35.18,24.41,1
9oclock,dry,dry,33.96,38.42,1
9oclock,dry,moist,71.48,38.03,1
9oclock,moist,wet,48.14,35.19,0
moneyplant,moist,wet,34.66,26.7,0
9oclock,wet,wet,43.99,23.86,0
moneyplant,dry,moist,35.57,20.42,0
9oclock,wet,dry,70.85,20.65,1
moneyplant,moist,dry,50.56,19.34,0
moneyplant,moist,moist,44.49,31.12,0
9oclock,wet,dry,32.5,23.14,1
moneyplant,dry,wet,63.04,20.22,0
moneyplant,wet,dry,76.41,18.14,0
moneyplant,moist,wet,47.38,39.54,0
moneyplant,wet,dry,31.09,26.82,0
9oclock,dry,wet,78.89,37.05,1
9oclock,moist,moist,67.67,36.98,0
9oclock,dry,wet,78.16,23.1,1
9oclock,moist,dry,35.77,15.2,1
9oclock,moist,dry,44.23,25.03,1
9oclock,dry,dry,74.81,23.52,1
9oclock,wet,dry,72.22,17.94,1
moneyplant,dry,moist,71.67,21.65,0
moneyplant,dry,moist,53.01,29.11,0
9oclock,wet,wet,76.08,39.27,0
moneyplant,moist,moist,30.4,24.39,0
9oclock,dry,moist,60.26,15.23,1
9oclock,wet,dry,59.53,27.51,1
9oclock,wet,wet,75.35,22.79,0
moneyplant,wet,dry,49.66,22.15,0
9oclock,wet,wet,51.22,34.42,0
9oclock,moist,wet,33.79,28.7,0
moneyplant,dry,dry,33.02,37.04,1
moneyplant,moist,dry,37.78,25.63,0
9oclock,moist,moist,79.18,25.01,0
moneyplant,moist,wet,49.91,31.36,0
moneyplant,moist,moist,82.36,25.2,0
moneyplant,moist,moist,41.21,18.64,0
moneyplant,wet,moist,66.99,35.58,0
9oclock,dry,wet,40.81,31.38,1
9oclock,wet,moist,68.2,32.83,0
9oclock,dry,moist,34.59,15.72,1
9oclock,moist,dry,84.13,26.2,1
moneyplant,moist,dry,81.62,22.68,0
moneyplant,moist,moist,85.15,27.12,0
9oclock,moist,moist,85.32,27.93,0
moneyplant,dry,dry,61.18,16.72,1
9oclock,wet,wet,84.93,19.51,0
9oclock,dry,moist,36.18,31.89,1
9oclock,wet,moist,75.61,28.54,0
9oclock,dry,dry,36.0,36.04,1
moneyplant,moist,dry,39.62,21.17,0
moneyplant,dry,wet,34.98,23.48,0
moneyplant,wet,dry,61.0,17.46,0
9oclock,dry,dry,41.73,15.82,1
moneyplant,moist,moist,69.85,31.53,0
9oclock,dry,wet,32.82,39.04,1
9oclock,dry,dry,77.77,21.3,1
9oclock,wet,dry,71.16,39.2,1
moneyplant,dry,dry,61.51,26.02,1
moneyplant,dry,wet,31.3,28.7,0
moneyplant,wet,dry,53.52,22.41,0
moneyplant,wet,wet,55.12,38.04,0
moneyplant,moist,moist,77.26,36.29,0
moneyplant,dry,moist,89.82,39.1,0
moneyplant,wet,dry,89.55,24.57,0
moneyplant,wet,wet,39.13,21.59,0
9oclock,moist,moist,34.73,33.15,0
9oclock,dry,dry,36.7,23.46,1
moneyplant,dry,moist,85.87,18.93,0
9oclock,dry,moist,52.44,36.76,1
moneyplant,dry,dry,33.24,26.98,1
moneyplant,moist,dry,69.8,23.22,0
moneyplant,wet,dry,76.08,24.28,0
9oclock,dry,wet,69.61,17.29,1
9oclock,moist,wet,30.75,25.13,0
9oclock,moist,wet,75.91,31.82,0
moneyplant,moist,moist,73.35,28.79,0
moneyplant,wet,dry,71.28,35.45,0
9oclock,moist,wet,71.63,16.71,0
9oclock,wet,moist,58.51,39.39,0
9oclock,moist,moist,67.62,32.29,0
moneyplant,moist,wet,46.87,21.08,0
9oclock,moist,dry,70.55,39.34,1
moneyplant,moist,dry,37.19,33.92,0
9oclock,wet,moist,54.87,34.84,0
9oclock,wet,moist,36.71,35.19,0
moneyplant,moist,wet,58.95,31.79,0
9oclock,moist,dry,35.56,16.57,1
moneyplant,dry,wet,88.89,25.93,0
9oclock,moist,moist,62.45,16.67,0
9oclock,dry,wet,86.55,27.03,1
9oclock,dry,moist,49.12,30.11,1
moneyplant,moist,moist,57.63,16.98,0
9oclock,moist,dry,43.14,21.89,1
9oclock,wet,moist,64.51,35.82,0
moneyplant,dry,moist,72.65,23.1,0
9oclock,moist,wet,56.46,29.82,0
moneyplant,wet,moist,69.46,38.65,0
9oclock,moist,wet,63.12,16.21,0
moneyplant,wet,wet,41.71,27.73,0
9oclock,dry,wet,46.5,23.25,1
moneyplant,moist,wet,73.03,22.14,0
moneyplant,dry,moist,52.65,33.04,0
9oclock,dry,moist,76.2,30.66,1
moneyplant,dry,wet,60.23,24.39,0
moneyplant,dry,wet,74.71,32.69,0
moneyplant,dry,moist,87.29,23.98,0
9oclock,moist,dry,45.83,18.99,1
moneyplant,moist,dry,76.16,33.57,0
9oclock,moist,wet,36.0,32.55,0
9oclock,moist,wet,37.25,21.38,0
9oclock,dry,dry,70.11,19.78,1
moneyplant,moist,dry,44.34,16.47,0
moneyplant,moist,wet,83.84,15.67,0
9oclock,moist,dry,52.36,21.72,1
moneyplant,moist,dry,60.14,26.87,0
moneyplant,dry,moist,70.13,37.36,0
9oclock,dry,wet,34.13,25.32,1
9oclock,moist,moist,67.1,39.55,0
moneyplant,wet,dry,30.45,37.21,0
moneyplant,moist,dry,41.36,34.48,0
moneyplant,wet,dry,88.62,22.03,0
moneyplant,wet,moist,74.45,35.74,0
9oclock,moist,dry,34.78,20.18,1
moneyplant,wet,moist,82.88,24.59,0
9oclock,dry,moist,46.26,19.58,1
moneyplant,wet,dry,48.64,33.0,0
moneyplant,moist,dry,68.1,24.76,0
9oclock,moist,wet,65.65,20.35,0
9oclock,dry,moist,54.35,22.16,1
moneyplant,moist,moist,50.96,18.39,0
9oclock,dry,wet,87.71,24.15,1
9oclock,wet,dry,52.31,31.84,1
9oclock,wet,moist,47.84,33.56,0
moneyplant,dry,moist,37.89,24.7,0
moneyplant,wet,moist,46.69,30.91,0
moneyplant,wet,wet,81.62,25.54,0
moneyplant,dry,dry,76.82,22.22,1
moneyplant,dry,wet,72.49,23.11,0
moneyplant,dry,dry,71.57,17.3,1
moneyplant,wet,wet,32.07,23.37,0
moneyplant,wet,wet,49.88,23.63,0
moneyplant,wet,dry,69.8,18.95,0
moneyplant,moist,wet,68.15,27.72,0
9oclock,moist,wet,67.65,16.99,0
9oclock,wet,dry,49.38,18.85,1
moneyplant,wet,dry,68.44,34.58,0
moneyplant,wet,dry,64.26,18.3,0
moneyplant,dry,dry,74.93,27.4,1
9oclock,dry,dry,36.78,33.31,1
9oclock,wet,dry,77.31,22.6,1
moneyplant,wet,dry,50.27,18.74,0
9oclock,dry,wet,31.06,18.09,1
moneyplant,dry,moist,51.46,15.72,0
9oclock,wet,wet,30.84,16.42,0
moneyplant,dry,moist,36.52,23.95,0
9oclock,moist,dry,79.33,35.74,1
9oclock,moist,wet,75.23,26.13,0
9oclock,wet,moist,60.1,17.76,0
9oclock,wet,dry,42.98,18.67,1
moneyplant,dry,moist,33.18,34.43,0
9oclock,dry,wet,54.51,20.4,1
moneyplant,dry,wet,56.96,37.17,0
moneyplant,moist,dry,62.95,22.64,0
9oclock,wet,wet,48.31,33.07,0
moneyplant,dry,moist,41.03,31.77,0
moneyplant,moist,moist,81.82,37.11,0
9oclock,wet,dry,41.22,22.14,1
9oclock,dry,dry,88.48,34.36,1
9oclock,dry,moist,49.56,33.46,1
moneyplant,dry,wet,78.19,23.55,0
9oclock,dry,wet,44.57,28.62,1
moneyplant,dry,dry,72.08,28.06,1
moneyplant,moist,dry,47.09,24.52,0
moneyplant,dry,wet,48.42,27.7,0
moneyplant,dry,moist,54.91,29.1,0
moneyplant,dry,moist,35.12,31.31,0
moneyplant,moist,dry,77.99,29.81,0
9oclock,wet,dry,38.43,23.99,1
9oclock,dry,wet,78.58,39.41,1
moneyplant,wet,dry,58.23,25.33,0
moneyplant,wet,dry,89.04,28.43,0
moneyplant,wet,dry,50.93,33.26,0
moneyplant,dry,wet,36.74,36.7,0
9oclock,dry,moist,37.96,26.67,1
moneyplant,dry,dry,88.69,38.56,1
moneyplant,wet,dry,36.83,36.95,0
moneyplant,moist,dry,46.57,38.05,0
9oclock,moist,moist,32.07,25.16,0
9oclock,dry,wet,72.37,25.56,1
9oclock,wet,wet,34.56,34.31,0
9oclock,wet,dry,63.66,28.22,1
9oclock,wet,wet,65.76,27.99,0
9oclock,wet,moist,83.53,32.84,0
9oclock,dry,dry,82.13,21.23,1
moneyplant,wet,dry,40.37,15.75,0
9oclock,dry,wet,73.26,34.88,1
moneyplant,moist,wet,80.08,27.85,0
moneyplant,wet,wet,75.46,15.72,0
moneyplant,moist,moist,60.84,25.36,0
9oclock,dry,moist,53.53,25.13,1
moneyplant,moist,wet,50.49,20.41,0
9oclock,wet,wet,79.78,33.37,0
9oclock,wet,moist,44.36,32.74,0
moneyplant,moist,dry,50.0,34.94,0
9oclock,dry,dry,35.41,33.11,1
moneyplant,wet,dry,39.73,20.2,0
moneyplant,moist,wet,30.03,28.92,0
9oclock,moist,moist,76.09,22.32,0
9oclock,moist,moist,55.2,38.14,0
9oclock,wet,moist,85.68,32.12,0
moneyplant,wet,wet,47.32,25.81,0
9oclock,moist,dry,64.39,26.12,1
moneyplant,dry,moist,79.01,16.68,0
moneyplant,dry,dry,37.16,36.27,1
9oclock,dry,moist,50.67,18.86,1
9oclock,dry,moist,79.39,36.78,1
9oclock,moist,wet,78.43,25.35,0
9oclock,dry,moist,60.78,37.47,1
9oclock,moist,dry,63.66,21.44,1
moneyplant,moist,wet,81.48,29.92,0
moneyplant,wet,wet,71.73,34.02,0
9oclock,moist,dry,49.67,33.54,1
moneyplant,wet,wet,55.42,37.6,0
9oclock,wet,moist,47.75,34.55,0
9oclock,dry,wet,67.77,29.4,1
9oclock,moist,dry,52.75,23.19,1
9oclock,wet,dry,37.21,15.51,1
moneyplant,dry,wet,80.65,32.44,0
moneyplant,moist,wet,54.72,24.61,0
9oclock,dry,wet,34.52,28.56,1
moneyplant,dry,wet,38.89,32.0,0
moneyplant,wet,dry,88.46,19.9,0
9oclock,wet,dry,57.15,37.53,1
9oclock,wet,moist,81.14,21.28,0
9oclock,dry,wet,36.35,29.16,1
moneyplant,dry,moist,57.16,33.38,0
moneyplant,wet,wet,52.3,27.14,0
moneyplant,wet,dry,84.11,29.45,0
9oclock,dry,wet,73.63,39.1,1
9oclock,dry,wet,84.94,16.96,1
moneyplant,wet,moist,40.75,29.03,0
9oclock,moist,dry,72.89,29.7,1
moneyplant,dry,wet,62.33,35.26,0
9oclock,dry,dry,76.53,33.84,1
moneyplant,wet,moist,59.08,26.89,0
moneyplant,dry,moist,45.36,20.17,0
9oclock,wet,wet,83.42,39.25,0
9oclock,wet,dry,84.56,17.14,1
moneyplant,dry,dry,36.94,33.3,1
moneyplant,moist,wet,84.87,38.26,0
9oclock,dry,moist,57.9,38.74,1
9oclock,moist,wet,47.57,29.32,0
9oclock,wet,wet,77.39,25.88,0
moneyplant,moist,wet,86.65,29.12,0
moneyplant,moist,moist,30.96,19.85,0
9oclock,moist,dry,65.02,31.37,1
moneyplant,moist,wet,38.47,19.92,0
moneyplant,dry,wet,53.74,26.48,0
9oclock,wet,moist,76.38,26.55,0
moneyplant,dry,wet,36.24,21.23,0
9oclock,moist,dry,50.01,22.95,1
9oclock,moist,moist,64.46,19.86,0
9oclock,dry,moist,54.39,15.38,1
9oclock,moist,moist,31.76,18.44,0
9oclock,dry,dry,47.59,23.76,1
9oclock,wet,dry,44.36,25.09,1
9oclock,moist,moist,83.39,31.5,0
moneyplant,moist,wet,44.62,29.35,0
9oclock,wet,moist,60.68,32.27,0
9oclock,wet,wet,70.23,26.69,0
moneyplant,dry,moist,38.63,27.75,0
9oclock,wet,dry,80.18,30.89,1
moneyplant,wet,wet,50.23,39.17,0
9oclock,wet,wet,37.39,38.79,0
9oclock,moist,moist,53.51,30.36,0
moneyplant,dry,moist,85.92,19.72,0
9oclock,moist,moist,36.98,31.2,0
moneyplant,moist,wet,65.91,36.22,0
moneyplant,dry,dry,43.61,22.65,1
moneyplant,dry,wet,74.93,31.66,0
9oclock,moist,moist,43.43,33.35,0
moneyplant,dry,wet,52.01,19.9,0
9oclock,moist,moist,64.01,37.26,0
9oclock,moist,wet,75.95,36.18,0
9oclock,wet,moist,53.42,32.4,0
9oclock,dry,wet,30.5,25.35,1
moneyplant,dry,wet,57.31,22.49,0
moneyplant,dry,wet,40.48,21.0,0
moneyplant,dry,moist,80.83,15.03,0
moneyplant,wet,wet,48.22,17.09,0
moneyplant,wet,wet,42.29,35.47,0
moneyplant,wet,dry,53.08,25.63,0
moneyplant,dry,dry,62.7,25.52,1
9oclock,dry,wet,70.41,20.95,1
9oclock,wet,moist,84.35,37.92,0
9oclock,moist,wet,47.87,24.21,0
9oclock,moist,dry,88.43,39.86,1
moneyplant,wet,moist,41.22,21.21,0
9oclock,moist,wet,42.36,28.99,0
9oclock,dry,dry,49.71,26.08,1
moneyplant,wet,dry,32.74,39.71,0
moneyplant,moist,moist,42.92,38.52,0
moneyplant,wet,moist,86.46,22.14,0
9oclock,moist,wet,53.23,18.93,0
moneyplant,wet,moist,61.66,29.47,0
moneyplant,moist,wet,41.37,19.01,0
9oclock,moist,wet,53.53,25.94,0
moneyplant,moist,wet,75.45,19.2,0
9oclock,moist,moist,35.95,19.18,0
moneyplant,wet,dry,76.39,28.06,0
moneyplant,moist,dry,61.77,20.38,0
moneyplant,dry,moist,64.91,26.08,0
moneyplant,dry,dry,50.99,30.67,1
moneyplant,moist,dry,84.07,33.36,0
moneyplant,dry,moist,30.8,31.06,0
9oclock,wet,dry,74.13,19.5,1
moneyplant,wet,dry,47.87,19.26,0
9oclock,wet,moist,37.67,24.28,0
moneyplant,wet,wet,37.1,38.85,0
moneyplant,moist,wet,40.44,17.27,0
9oclock,dry,dry,82.21,31.15,1
9oclock,dry,wet,75.59,17.97,1
moneyplant,dry,moist,46.29,24.81,0
9oclock,moist,wet,63.44,28.5,0
moneyplant,dry,dry,71.26,23.95,1
moneyplant,moist,moist,62.69,29.65,0
moneyplant,moist,dry,87.8,20.71,0
9oclock,moist,dry,54.01,30.7,1
moneyplant,wet,moist,76.2,20.78,0
moneyplant,wet,moist,52.13,32.75,0
9oclock,dry,moist,68.53,37.38,1
9oclock,wet,dry,59.46,15.27,1
9oclock,dry,moist,62.9,25.52,1
moneyplant,wet,dry,49.01,21.57,0
9oclock,wet,moist,71.05,21.47,0
9oclock,wet,wet,88.64,29.9,0
9oclock,moist,wet,83.92,35.76,0
moneyplant,dry,dry,67.71,37.11,1
9oclock,dry,dry,88.72,21.96,1
moneyplant,moist,dry,59.9,32.73,0
9oclock,moist,dry,74.17,15.66,1
9oclock,moist,dry,63.09,22.33,1
9oclock,wet,wet,88.42,35.17,0
moneyplant,dry,moist,68.41,16.79,0
9oclock,wet,moist,49.78,24.31,0
9oclock,moist,moist,45.14,35.33,0
moneyplant,moist,dry,67.51,38.87,0
moneyplant,moist,dry,45.8,35.73,0
moneyplant,wet,dry,49.24,30.14,0
9oclock,wet,moist,85.16,34.26,0
moneyplant,moist,wet,58.06,33.17,0
9oclock,dry,moist,31.74,20.35,1
9oclock,dry,wet,60.59,22.63,1
9oclock,dry,moist,70.89,19.72,1
moneyplant,moist,dry,63.28,34.6,0
moneyplant,wet,dry,61.36,29.7,0
9oclock,moist,dry,47.83,21.86,1
moneyplant,moist,dry,74.88,31.74,0
9oclock,dry,moist,69.3,24.6,1
9oclock,moist,wet,43.62,16.81,0
9oclock,dry,wet,40.68,21.46,1
moneyplant,wet,dry,72.55,25.71,0
9oclock,wet,dry,74.21,30.73,1
9oclock,wet,dry,49.38,16.41,1
moneyplant,dry,wet,74.13,39.29,0
9oclock,dry,moist,77.21,32.55,1
moneyplant,dry,moist,33.92,19.82,0
moneyplant,wet,moist,48.66,36.23,0
moneyplant,moist,moist,76.89,29.44,0
moneyplant,dry,wet,75.75,37.14,0
9oclock,wet,wet,48.9,31.79,0
moneyplant,dry,dry,39.26,19.61,1
9oclock,dry,wet,86.09,38.69,1
9oclock,moist,moist,87.98,29.91,0
moneyplant,wet,dry,79.42,32.1,0
moneyplant,dry,wet,64.88,25.75,0
